2023-09-26 18:30:44,085 INFO    StreamThr :9038 [internal.py:wandb_internal():86] W&B internal server running at pid: 9038, started at: 2023-09-26 18:30:44.085071
2023-09-26 18:30:56,329 DEBUG   SenderThread:9038 [sender.py:send_request():407] send_request: defer
2023-09-26 18:30:56,329 INFO    SenderThread:9038 [sender.py:send_request_defer():609] handle sender defer: 1
2023-09-26 18:30:56,329 INFO    SenderThread:9038 [sender.py:transition_state():613] send defer: 2
2023-09-26 18:30:56,329 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: defer
2023-09-26 18:30:56,329 INFO    HandlerThread:9038 [handler.py:handle_request_defer():170] handle defer: 2
2023-09-26 18:30:56,329 INFO    HandlerThread:9038 [system_monitor.py:finish():190] Stopping system monitor
2023-09-26 18:30:56,330 DEBUG   SystemMonitor:9038 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-09-26 18:30:56,330 INFO    HandlerThread:9038 [interfaces.py:finish():202] Joined cpu monitor
2023-09-26 18:30:56,330 DEBUG   SystemMonitor:9038 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-09-26 18:30:56,330 INFO    HandlerThread:9038 [interfaces.py:finish():202] Joined disk monitor
2023-09-26 18:30:56,330 DEBUG   SystemMonitor:9038 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-09-26 18:30:56,375 INFO    HandlerThread:9038 [interfaces.py:finish():202] Joined gpu monitor
2023-09-26 18:30:56,375 INFO    HandlerThread:9038 [interfaces.py:finish():202] Joined memory monitor
2023-09-26 18:30:56,375 INFO    HandlerThread:9038 [interfaces.py:finish():202] Joined network monitor
2023-09-26 18:30:56,375 DEBUG   SenderThread:9038 [sender.py:send_request():407] send_request: defer
2023-09-26 18:30:56,375 INFO    SenderThread:9038 [sender.py:send_request_defer():609] handle sender defer: 2
2023-09-26 18:30:56,375 INFO    SenderThread:9038 [sender.py:transition_state():613] send defer: 3
2023-09-26 18:30:56,376 DEBUG   SenderThread:9038 [sender.py:send():380] send: stats
2023-09-26 18:30:56,376 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: defer
2023-09-26 18:30:56,376 INFO    HandlerThread:9038 [handler.py:handle_request_defer():170] handle defer: 3
2023-09-26 18:30:56,376 DEBUG   SenderThread:9038 [sender.py:send_request():407] send_request: defer
2023-09-26 18:30:56,376 INFO    SenderThread:9038 [sender.py:send_request_defer():609] handle sender defer: 3
2023-09-26 18:30:56,376 INFO    SenderThread:9038 [sender.py:transition_state():613] send defer: 4
2023-09-26 18:30:56,376 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: defer
2023-09-26 18:30:56,376 INFO    HandlerThread:9038 [handler.py:handle_request_defer():170] handle defer: 4
2023-09-26 18:30:56,376 DEBUG   SenderThread:9038 [sender.py:send_request():407] send_request: defer
2023-09-26 18:30:56,376 INFO    SenderThread:9038 [sender.py:send_request_defer():609] handle sender defer: 4
2023-09-26 18:30:56,376 INFO    SenderThread:9038 [sender.py:transition_state():613] send defer: 5
2023-09-26 18:30:56,376 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: defer
2023-09-26 18:30:56,376 INFO    HandlerThread:9038 [handler.py:handle_request_defer():170] handle defer: 5
2023-09-26 18:30:56,377 DEBUG   SenderThread:9038 [sender.py:send():380] send: summary
2023-09-26 18:30:56,377 INFO    SenderThread:9038 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-09-26 18:30:56,377 DEBUG   SenderThread:9038 [sender.py:send_request():407] send_request: defer
2023-09-26 18:30:56,377 INFO    SenderThread:9038 [sender.py:send_request_defer():609] handle sender defer: 5
2023-09-26 18:30:56,377 INFO    SenderThread:9038 [sender.py:transition_state():613] send defer: 6
2023-09-26 18:30:56,377 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: defer
2023-09-26 18:30:56,377 INFO    HandlerThread:9038 [handler.py:handle_request_defer():170] handle defer: 6
2023-09-26 18:30:56,377 DEBUG   SenderThread:9038 [sender.py:send_request():407] send_request: defer
2023-09-26 18:30:56,377 INFO    SenderThread:9038 [sender.py:send_request_defer():609] handle sender defer: 6
2023-09-26 18:30:56,381 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: status_report
2023-09-26 18:30:56,605 INFO    Thread-12 :9038 [dir_watcher.py:_on_file_created():271] file/dir created: /home/workfish/SUIM/wandb/run-20230926_183044-rpiua42k/files/output.log
2023-09-26 18:30:56,605 INFO    Thread-12 :9038 [dir_watcher.py:_on_file_created():271] file/dir created: /home/workfish/SUIM/wandb/run-20230926_183044-rpiua42k/files/wandb-summary.json
2023-09-26 18:30:56,753 INFO    SenderThread:9038 [sender.py:transition_state():613] send defer: 7
2023-09-26 18:30:56,753 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: defer
2023-09-26 18:30:56,753 INFO    HandlerThread:9038 [handler.py:handle_request_defer():170] handle defer: 7
2023-09-26 18:30:56,753 DEBUG   SenderThread:9038 [sender.py:send_request():407] send_request: defer
2023-09-26 18:30:56,753 INFO    SenderThread:9038 [sender.py:send_request_defer():609] handle sender defer: 7
2023-09-26 18:30:57,327 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: poll_exit
2023-09-26 18:30:57,605 INFO    Thread-12 :9038 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/workfish/SUIM/wandb/run-20230926_183044-rpiua42k/files/config.yaml
2023-09-26 18:30:58,330 INFO    SenderThread:9038 [sender.py:transition_state():613] send defer: 8
2023-09-26 18:30:58,330 DEBUG   SenderThread:9038 [sender.py:send_request():407] send_request: poll_exit
2023-09-26 18:30:58,331 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: defer
2023-09-26 18:30:58,331 INFO    HandlerThread:9038 [handler.py:handle_request_defer():170] handle defer: 8
2023-09-26 18:30:58,331 DEBUG   SenderThread:9038 [sender.py:send_request():407] send_request: defer
2023-09-26 18:30:58,331 INFO    SenderThread:9038 [sender.py:send_request_defer():609] handle sender defer: 8
2023-09-26 18:30:58,331 INFO    SenderThread:9038 [job_builder.py:build():281] Attempting to build job artifact
2023-09-26 18:30:58,331 INFO    SenderThread:9038 [job_builder.py:_get_source_type():393] is repo sourced job
2023-09-26 18:30:58,332 INFO    SenderThread:9038 [job_builder.py:build():369] adding wandb-job metadata file
2023-09-26 18:30:58,334 INFO    SenderThread:9038 [sender.py:transition_state():613] send defer: 9
2023-09-26 18:30:58,334 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: defer
2023-09-26 18:30:58,335 DEBUG   SenderThread:9038 [sender.py:send():380] send: artifact
2023-09-26 18:30:58,335 INFO    HandlerThread:9038 [handler.py:handle_request_defer():170] handle defer: 9
2023-09-26 18:30:58,605 INFO    Thread-12 :9038 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/workfish/SUIM/wandb/run-20230926_183044-rpiua42k/files/output.log
2023-09-26 18:31:00,101 INFO    wandb-upload_1:9038 [upload_job.py:push():86] Skipped uploading /home/workfish/.local/share/wandb/artifacts/staging/tmpfa7cln2y
2023-09-26 18:31:00,386 INFO    wandb-upload_0:9038 [upload_job.py:push():89] Uploaded file /home/workfish/.local/share/wandb/artifacts/staging/tmpsgbj6qnm
2023-09-26 18:31:02,081 INFO    SenderThread:9038 [sender.py:send_artifact():1456] sent artifact job-git_github.com_debaumann_SUIM.git_train_unet.py - {'id': 'QXJ0aWZhY3Q6NTg0NzQ2NTUz', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjk5OTQzODkx', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NTc5NjkyMTc0', 'versionIndex': 2}}}
2023-09-26 18:31:02,081 DEBUG   SenderThread:9038 [sender.py:send_request():407] send_request: defer
2023-09-26 18:31:02,081 INFO    SenderThread:9038 [sender.py:send_request_defer():609] handle sender defer: 9
2023-09-26 18:31:02,081 INFO    SenderThread:9038 [dir_watcher.py:finish():358] shutting down directory watcher
2023-09-26 18:31:02,082 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: status_report
2023-09-26 18:31:02,328 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: keepalive
2023-09-26 18:31:02,606 INFO    SenderThread:9038 [dir_watcher.py:finish():388] scan: /home/workfish/SUIM/wandb/run-20230926_183044-rpiua42k/files
2023-09-26 18:31:02,606 INFO    SenderThread:9038 [dir_watcher.py:finish():402] scan save: /home/workfish/SUIM/wandb/run-20230926_183044-rpiua42k/files/wandb-summary.json wandb-summary.json
2023-09-26 18:31:02,607 INFO    SenderThread:9038 [dir_watcher.py:finish():402] scan save: /home/workfish/SUIM/wandb/run-20230926_183044-rpiua42k/files/config.yaml config.yaml
2023-09-26 18:31:02,607 INFO    SenderThread:9038 [dir_watcher.py:finish():402] scan save: /home/workfish/SUIM/wandb/run-20230926_183044-rpiua42k/files/requirements.txt requirements.txt
2023-09-26 18:31:02,607 INFO    SenderThread:9038 [dir_watcher.py:finish():402] scan save: /home/workfish/SUIM/wandb/run-20230926_183044-rpiua42k/files/wandb-metadata.json wandb-metadata.json
2023-09-26 18:31:02,608 INFO    SenderThread:9038 [dir_watcher.py:finish():402] scan save: /home/workfish/SUIM/wandb/run-20230926_183044-rpiua42k/files/conda-environment.yaml conda-environment.yaml
2023-09-26 18:31:02,610 INFO    SenderThread:9038 [dir_watcher.py:finish():402] scan save: /home/workfish/SUIM/wandb/run-20230926_183044-rpiua42k/files/output.log output.log
2023-09-26 18:31:02,613 INFO    SenderThread:9038 [sender.py:transition_state():613] send defer: 10
2023-09-26 18:31:02,613 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: defer
2023-09-26 18:31:02,614 INFO    HandlerThread:9038 [handler.py:handle_request_defer():170] handle defer: 10
2023-09-26 18:31:02,615 DEBUG   SenderThread:9038 [sender.py:send_request():407] send_request: defer
2023-09-26 18:31:02,615 INFO    SenderThread:9038 [sender.py:send_request_defer():609] handle sender defer: 10
2023-09-26 18:31:02,615 INFO    SenderThread:9038 [file_pusher.py:finish():175] shutting down file pusher
2023-09-26 18:31:03,013 INFO    wandb-upload_0:9038 [upload_job.py:push():131] Uploaded file /home/workfish/SUIM/wandb/run-20230926_183044-rpiua42k/files/config.yaml
2023-09-26 18:31:03,074 INFO    wandb-upload_1:9038 [upload_job.py:push():131] Uploaded file /home/workfish/SUIM/wandb/run-20230926_183044-rpiua42k/files/wandb-summary.json
2023-09-26 18:31:03,114 INFO    wandb-upload_3:9038 [upload_job.py:push():131] Uploaded file /home/workfish/SUIM/wandb/run-20230926_183044-rpiua42k/files/conda-environment.yaml
2023-09-26 18:31:03,122 INFO    wandb-upload_4:9038 [upload_job.py:push():131] Uploaded file /home/workfish/SUIM/wandb/run-20230926_183044-rpiua42k/files/output.log
2023-09-26 18:31:03,301 INFO    wandb-upload_2:9038 [upload_job.py:push():131] Uploaded file /home/workfish/SUIM/wandb/run-20230926_183044-rpiua42k/files/requirements.txt
2023-09-26 18:31:03,501 INFO    Thread-11 :9038 [sender.py:transition_state():613] send defer: 11
2023-09-26 18:31:03,501 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: defer
2023-09-26 18:31:03,509 INFO    HandlerThread:9038 [handler.py:handle_request_defer():170] handle defer: 11
2023-09-26 18:31:03,509 DEBUG   SenderThread:9038 [sender.py:send_request():407] send_request: defer
2023-09-26 18:31:03,509 INFO    SenderThread:9038 [sender.py:send_request_defer():609] handle sender defer: 11
2023-09-26 18:31:03,509 INFO    SenderThread:9038 [file_pusher.py:join():181] waiting for file pusher
2023-09-26 18:31:03,509 INFO    SenderThread:9038 [sender.py:transition_state():613] send defer: 12
2023-09-26 18:31:03,509 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: defer
2023-09-26 18:31:03,509 INFO    HandlerThread:9038 [handler.py:handle_request_defer():170] handle defer: 12
2023-09-26 18:31:03,509 DEBUG   SenderThread:9038 [sender.py:send_request():407] send_request: defer
2023-09-26 18:31:03,509 INFO    SenderThread:9038 [sender.py:send_request_defer():609] handle sender defer: 12
2023-09-26 18:31:03,510 INFO    SenderThread:9038 [file_stream.py:finish():595] file stream finish called
2023-09-26 18:31:03,719 INFO    SenderThread:9038 [file_stream.py:finish():599] file stream finish is done
2023-09-26 18:31:03,719 INFO    SenderThread:9038 [sender.py:transition_state():613] send defer: 13
2023-09-26 18:31:03,719 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: defer
2023-09-26 18:31:03,719 INFO    HandlerThread:9038 [handler.py:handle_request_defer():170] handle defer: 13
2023-09-26 18:31:03,719 DEBUG   SenderThread:9038 [sender.py:send_request():407] send_request: defer
2023-09-26 18:31:03,719 INFO    SenderThread:9038 [sender.py:send_request_defer():609] handle sender defer: 13
2023-09-26 18:31:03,719 INFO    SenderThread:9038 [sender.py:transition_state():613] send defer: 14
2023-09-26 18:31:03,719 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: defer
2023-09-26 18:31:03,719 INFO    HandlerThread:9038 [handler.py:handle_request_defer():170] handle defer: 14
2023-09-26 18:31:03,719 DEBUG   SenderThread:9038 [sender.py:send():380] send: final
2023-09-26 18:31:03,720 DEBUG   SenderThread:9038 [sender.py:send():380] send: footer
2023-09-26 18:31:03,720 DEBUG   SenderThread:9038 [sender.py:send_request():407] send_request: defer
2023-09-26 18:31:03,720 INFO    SenderThread:9038 [sender.py:send_request_defer():609] handle sender defer: 14
2023-09-26 18:31:03,720 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: poll_exit
2023-09-26 18:31:03,720 DEBUG   SenderThread:9038 [sender.py:send_request():407] send_request: poll_exit
2023-09-26 18:31:03,720 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: server_info
2023-09-26 18:31:03,720 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: get_summary
2023-09-26 18:31:03,720 DEBUG   SenderThread:9038 [sender.py:send_request():407] send_request: server_info
2023-09-26 18:31:03,722 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: sampled_history
2023-09-26 18:31:03,722 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: internal_messages
2023-09-26 18:31:03,723 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: job_info
2023-09-26 18:31:03,885 DEBUG   SenderThread:9038 [sender.py:send_request():407] send_request: job_info
2023-09-26 18:31:03,885 INFO    MainThread:9038 [wandb_run.py:_footer_history_summary_info():3554] rendering history
2023-09-26 18:31:03,885 INFO    MainThread:9038 [wandb_run.py:_footer_history_summary_info():3586] rendering summary
2023-09-26 18:31:03,885 INFO    MainThread:9038 [wandb_run.py:_footer_sync_info():3513] logging synced files
2023-09-26 18:31:03,885 DEBUG   HandlerThread:9038 [handler.py:handle_request():144] handle_request: shutdown
2023-09-26 18:31:03,885 INFO    HandlerThread:9038 [handler.py:finish():844] shutting down handler
2023-09-26 18:31:04,723 INFO    WriterThread:9038 [datastore.py:close():294] close: /home/workfish/SUIM/wandb/run-20230926_183044-rpiua42k/run-rpiua42k.wandb
2023-09-26 18:31:04,885 INFO    SenderThread:9038 [sender.py:finish():1534] shutting down sender
2023-09-26 18:31:04,885 INFO    SenderThread:9038 [file_pusher.py:finish():175] shutting down file pusher
2023-09-26 18:31:04,885 INFO    SenderThread:9038 [file_pusher.py:join():181] waiting for file pusher
